artist,genre,score,author
Gospel Music,Rock,7.3,Rebecca Raber
British Sea Power,Rock,5.0,Larry Fitzmaurice
The Soft Boys,Rock,7.5,Matt LeMay
Jónsi,Rock,7.9,David Bevan
Half-Handed Cloud,Rock,5.2,Zach Kelly
Bruce Haack,Electronic,7.1,Patrick Sisson
Reading Rainbow,"Experimental,Rock",7.7,Amy Granzin
Lazerbeak,Rap,7.2,Nate Patrin
Robyn,Pop/R&B,8.7,Marc Hogan
Super Wild Horses,"Electronic,Pop/R&B",7.6,Paul Thompson
Restless People,"Electronic,Pop/R&B",6.3,Patrick Sisson
Tabu Ley Rochereau,"Global,Pop/R&B",8.0,Joe Tangari
Carissa's Wierd,Rock,7.8,Stephen M. Deusner
Simian Mobile Disco,Electronic,7.4,Nate Patrin
Breathe Owl Breathe,Rock,6.8,Stephen M. Deusner
Victoire,,7.8,Brian Howe
Barbara Morgenstern,"Electronic,Rock",7.9,Mike Powell
Forest Swords,Experimental,8.4,Marc Masters
Tu Fawning,Rock,6.2,Stephen M. Deusner
Charlemagne Palestine,"Experimental,Rock",7.3,Andy Battaglia
Robert Wyatt,"Experimental,Rock",8.6,Douglas Wolk
Curren$y,Rap,8.2,Tom Breihan
Telekinesis,Rock,6.8,Larry Fitzmaurice
Lyrics Born,"Pop/R&B,Rap",6.8,Zach Kelly
Les Sins,Electronic,6.8,Zach Kelly
J. Cole,Rap,7.3,Tom Breihan
Girl Talk,Electronic,8.3,Ian Cohen
Bear Hands,Rock,7.1,Rebecca Raber
Sun Araw,Experimental,7.7,Zach Kelly
Nicki Minaj,Rap,6.5,Scott Plagenhoef
Rihanna,Pop/R&B,7.6,Ryan Dombal
Nine Inch Nails,Rock,9.5,Tom Breihan
Badly Drawn Boy,Rock,6.5,Stuart Berman
Einstürzende Neubauten,"Electronic,Experimental,Rock",7.0,Jess Harvell
Lord Huron,Rock,8.0,Ian Cohen
JAY-Z,Rap,7.5,Sean Fennessey
Supa D & DJ MA1,,7.6,Tim Finney
AIDS Wolf,"Experimental,Rock",6.9,Marc Masters
Jesu,"Metal,Rock",7.6,Grayson Currin
Massive Attack,Electronic,5.0,Jess Harvell
Kanye West,Rap,10.0,Ryan Dombal
The Russian Futurists,Rock,7.5,Joshua Love
John Roberts,Electronic,7.2,Andrew Gaerig
DJ Nate,Electronic,7.2,Larry Fitzmaurice
The Bug,Electronic,6.2,Joe Colly
Orange Juice,Rock,8.6,Tom Ewing
Former Ghosts,"Electronic,Pop/R&B",5.3,David Raposa
We Love,Electronic,5.6,Matthew Perpetua
Syl Johnson,"Folk/Country,Pop/R&B",6.8,Douglas Wolk
Kid Cudi,"Rap,Rock",6.7,Jayson Greene
Girls,Rock,8.7,David Bevan
Surf Friends,,6.1,Martin Douglas
The Suzan,"Pop/R&B,Rock",7.0,Rebecca Raber
TOBACCO,Electronic,6.5,Larry Fitzmaurice
"The Orb, Youth","Electronic,Rock",6.0,Jess Harvell
Bruce Springsteen,Rock,9.5,Mark Richardson
Magnetic Man,Electronic,5.9,Tim Finney
Nightlands,Rock,7.0,Stuart Berman
Orchestral Manoeuvres in the Dark,"Electronic,Rock",5.0,Jess Harvell
Stereolab,Experimental,7.5,Rebecca Raber
Truckasauras,Rock,7.6,Ian Cohen
Supersilent,Experimental,8.4,Brian Howe
K.C. Accidental,"Electronic,Rock",7.4,David Bevan
The Big Pink,Rock,5.8,Zach Kelly
LCD Soundsystem,"Electronic,Rock",8.2,Jess Harvell
Tyvek,,7.8,Aaron Leitko
Games,"Electronic,Rock",7.6,Joe Colly
MellowHype,Rap,8.1,Tom Breihan
Modest Mouse,Rock,7.2,Jayson Greene
Seeland,Pop/R&B,5.5,Jess Harvell
Electric Sunset,Rock,6.7,Patrick Sisson
Weekend,"Experimental,Rock",8.2,Larry Fitzmaurice
Suede,Rock,8.7,Scott Plagenhoef
Cee-Lo Green,Rap,7.3,Joshua Klein
The Black Twig Pickers,Folk/Country,7.2,Stephen M. Deusner
Royal Baths,Rock,7.5,Larry Fitzmaurice
Maserati,Rock,7.4,David Raposa
Saint Etienne,"Electronic,Rock",7.4,Joshua Klein
Sun City Girls,Rock,7.4,Douglas Wolk
Excepter,"Experimental,Rock",6.0,Paul Thompson
The Concretes,Rock,4.1,Matthew Perpetua
Diamond Rings,"Electronic,Rock",8.2,Stuart Berman
Gangrene,Rock,6.7,Tom Breihan
Fenn O'Berg,Electronic,6.5,Jess Harvell
Screaming Females,Rock,7.9,Stephen M. Deusner
Paul Smith,,5.2,Ian Cohen
Caribou,Rock,6.8,Joe Colly
"Twig Harper, Daniel Higgs","Experimental,Rock",7.1,Marc Masters
N.E.R.D.,Rap,4.1,Jayson Greene
Kings of Leon,Rock,3.6,Ian Cohen
Bob Dylan,Rock,9.1,Joshua Love
Ghostland Observatory,"Electronic,Rock",1.5,Ian Cohen
Svarte Greiner,Electronic,7.4,Brian Howe
Dâm-Funk,Pop/R&B,6.7,Nate Patrin
Robert Wyatt,"Experimental,Rock",9.0,Douglas Wolk
Brian Eno,Experimental,7.4,Mark Pytlik
Houses,Electronic,5.1,Larry Fitzmaurice
Vado,Rap,7.7,Tom Breihan
Earth,Metal,8.0,Grayson Currin
Matt & Kim,Rock,6.3,Rebecca Raber
Weezer,Rock,10.0,Ian Cohen
Ski Beatz,"Pop/R&B,Rap",6.0,Nate Patrin
Silje Nes,Pop/R&B,7.3,Matthew Perpetua
Violens,"Experimental,Rock",6.7,Larry Fitzmaurice
Kylesa,Metal,8.4,Jess Harvell
Elliott Smith,Rock,8.8,Mark Pytlik
Mice Parade,"Electronic,Rock",7.4,Rebecca Raber
The War on Drugs,Rock,7.6,Larry Fitzmaurice
David Sylvian,"Electronic,Experimental,Global,Rock",6.0,Jess Harvell
Gucci Mane,Rap,7.3,David Drake
!!!,Rock,6.8,Brian Howe
Dylan LeBlanc,Folk/Country,6.8,Joshua Klein
Brian McBride,Rock,7.1,Joe Tangari
Warpaint,Rock,7.2,Ryan Dombal
Destroyer,Rock,7.1,Mike Powell
Dustin Wong,Rock,6.9,Marc Masters
Shugo Tokumaru,Experimental,6.2,Jayson Greene
Josephine Foster & the Victor Herrero Band,Folk/Country,6.2,Matthew Murphy
Sun Airway,Pop/R&B,7.8,Ian Cohen
Waka Flocka Flame,Rap,8.0,David Drake
Säkert!,Rock,7.6,Marc Hogan
Apparat,Electronic,7.2,Tal Rosenberg
The Foreign Exchange,Electronic,7.6,Tal Rosenberg
Bryan Ferry,"Electronic,Rock",7.5,Joe Tangari
Mount Eerie,Rock,5.6,Paul Thompson
Ólöf Arnalds,Pop/R&B,8.0,Jayson Greene
Pimp C,Rap,6.4,Tom Breihan
Small Black,Rock,7.2,Zach Kelly
The Jon Spencer Blues Explosion,Rock,8.6,Tom Breihan
Liars,Rock,6.5,Jess Harvell
NYMPH,Rock,6.7,Zach Kelly
Broken Records,Rock,5.1,Rebecca Raber
Cloud Nothings,Rock,7.9,David Bevan
"Wyatt, Atzmon & Stephen",,7.7,Brian Howe
Avey Tare,Experimental,7.9,Larry Fitzmaurice
Buke and Gase,Experimental,6.8,Joshua Love
Three Mile Pilot,"Metal,Rock",7.2,Ian Cohen
Simian Mobile Disco,Electronic,6.5,Jess Harvell
Dexys Midnight Runners,"Electronic,Rock",8.9,Tom Ewing
John Lennon,Rock,6.2,Douglas Wolk
Darren Hanlon,Rock,7.6,Marc Hogan
Banjo or Freakout,Pop/R&B,5.5,Zach Kelly
William Parker,Jazz,8.2,Joe Tangari
Cinema Red and Blue,Rock,7.7,Jayson Greene
The Extra Lens,Rock,7.9,Tom Breihan
Danny Brown,Rap,7.6,Martin Douglas
Suuns,Rock,7.1,Paul Thompson
The Gaslamp Killer,Rap,7.5,Tal Rosenberg
Jon McMillion,Electronic,8.0,Philip Sherburne
Die Antwoord,Rap,5.5,Scott Plagenhoef
"Lawrence English, Minamo","Experimental,Electronic,Rock",7.7,Brian Howe
The Dead C,"Experimental,Rock",7.8,Marc Masters
Apache Beat,Rock,6.1,Joshua Love
Mark McGuire,"Electronic,Rock,Experimental",8.2,Joe Colly
Squarepusher,Electronic,4.0,Jess Harvell
Ice Cube,Rap,4.4,Ian Cohen
Cotton Jones,Rock,6.7,Martin Douglas
Darkstar,Electronic,6.6,Mike Powell
A Sunny Day in Glasgow,Rock,7.9,Andrew Gaerig
The Fresh & Onlys,Rock,8.0,Tom Breihan
Watain,Metal,6.2,Tom Breihan
Nellie McKay,Rock,5.7,Stephen M. Deusner
Benoît Pioulard,Electronic,7.9,Larry Fitzmaurice
Zola Jesus,Electronic,7.9,Zach Kelly
Morrissey,Rock,9.8,Scott Plagenhoef
Shrag,Rock,6.8,Marc Hogan
Nadja,"Electronic,Metal,Rock",6.8,Sam Hockley-Smith
A Band of Bees,Rock,6.9,Joe Tangari
Mark Ronson & the Business Intl.,,5.4,Stephen M. Deusner
Antony and the Johnsons,Rock,7.7,Grayson Currin
Sisters,Experimental,5.7,Liz Colville
Zach Hill,Experimental,7.5,Matthew Murphy
Gonjasufi,Rock,6.2,Nate Patrin
Gold Panda,Electronic,8.3,Ryan Dombal
Hauschka,Global,5.5,Jayson Greene
Roots Manuva Meets Wrongtom,,7.0,Jess Harvell
Cut Chemist,"Electronic,Jazz,Rap",7.8,Nate Patrin
Kelley Stoltz,Rock,6.8,Paul Thompson
Sufjan Stevens,Folk/Country,8.4,Ryan Dombal
Christian Marclay,"Experimental,Rock",6.3,Marc Masters
Luke Abbott,Electronic,7.5,Andrew Gaerig
White Denim,Rock,7.4,David Bevan
Blue Water White Death,Experimental,5.8,Brian Howe
Belle and Sebastian,Rock,8.2,Douglas Wolk
Roc Marciano,Rap,8.1,Martin Douglas
Sailors With Wax Wings,Rock,6.0,Zach Kelly
Philip Jeck,Experimental,7.9,Mark Richardson
Corin Tucker Band,Rock,6.5,Rebecca Raber
Salem,"Electronic,Metal",7.5,Larry Fitzmaurice
Grass Widow,"Experimental,Pop/R&B",6.7,Liz Colville
The Pack,Rap,5.7,David Drake
Sharon Van Etten,Rock,7.8,David Bevan
Owen Pallett,Pop/R&B,7.4,Ian Cohen
Marnie Stern,"Experimental,Rock",7.9,Matthew Perpetua
Vijay Iyer,Jazz,7.7,Joe Tangari
"Boris, Ian Astbury","Metal,Rock",3.3,Grayson Currin
Glasser,Electronic,8.0,Joe Colly
Caribou,Rock,7.2,Rob Mitchum
oOoOO,Electronic,7.2,Zach Kelly
Prince Rama,Electronic,6.2,Joe Colly
PS I Love You,Rock,8.1,Stuart Berman
Highlife,"Metal,Rock",8.0,Scott Plagenhoef
Lil Wayne,Rap,6.7,Ryan Dombal
The Intelligence,"Electronic,Rock",7.3,Martin Douglas
Edwyn Collins,Rock,7.0,Joshua Klein
"The Orb, David Gilmour","Electronic,Rock",7.0,Jess Harvell
Soundgarden,Rock,5.0,David Raposa
Twin Shadow,Rock,8.4,Liz Colville
The Sword,"Metal,Rock",5.2,Tom Breihan
Shad,"Pop/R&B,Rap",7.2,Nate Patrin
Working for a Nuclear Free City,Rock,7.7,Marc Hogan
Clinic,"Electronic,Experimental,Rock",6.7,Matthew Perpetua
Neil Young,Rock,7.6,Joshua Klein
Eskmo,Electronic,4.8,Brian Howe
Aloe Blacc,"Rap,Rock",6.7,Nate Patrin
Tim Kasher,Rock,6.6,Ian Cohen
Women,"Experimental,Rock",8.0,Aaron Leitko
James Blake,Pop/R&B,8.1,Joe Colly
The Moondoggies,Rock,5.3,Joshua Love
Exile,"Folk/Country,Pop/R&B,Rap",5.6,Nate Patrin
Bottomless Pit,Rock,7.4,David Raposa
Pariah,Electronic,8.2,Larry Fitzmaurice
David Bowie,Rock,9.5,Stuart Berman
The Hundred in the Hands,"Electronic,Rock",4.3,Larry Fitzmaurice
Digital Mystikz,Electronic,7.5,Nate Patrin
Weird Weeds,,7.6,Marc Masters
No Age,Rock,8.8,Paul Thompson
Shit Robot,Electronic,7.1,Joe Colly
Manic Street Preachers,Rock,7.5,Joe Tangari
Tricky,Electronic,5.0,Jess Harvell
Laetitia Sadier,"Experimental,Rock",8.2,Rebecca Raber
Deerhunter,Rock,9.2,Marc Hogan
The Black Angels,"Electronic,Rock",7.2,Aaron Leitko
Ciara,Pop/R&B,5.5,Marc Hogan
J. Tillman,Rock,7.4,Jayson Greene
Bear in Heaven,Rock,6.1,Tom Breihan
How to Dress Well,Pop/R&B,8.7,Mark Richardson
Azure Ray,Rock,6.5,Stephen M. Deusner
Elf Power,"Experimental,Rock",5.6,Paul Thompson
Mavis Staples,Pop/R&B,8.2,Stephen M. Deusner
Junip,Rock,7.5,Amy Granzin
Das Racist,Rap,8.7,Ian Cohen
Shed,Electronic,7.7,Andrew Gaerig
Opeth,Metal,6.3,Tom Breihan
Swans,Rock,7.7,Jess Harvell
Atmosphere,Rap,7.3,Tom Breihan
Chromeo,Electronic,6.9,Larry Fitzmaurice
Film School,"Experimental,Rock",6.3,Ian Cohen
Frankie Rose and the Outs,Rock,7.4,Zach Kelly
Andrew Cedermark,Rock,8.2,Larry Fitzmaurice
Underworld,Electronic,5.9,Andrew Gaerig
Superchunk,Rock,8.0,Tom Breihan
Boston Spaceships,Rock,7.4,Paul Thompson
Seefeel,"Electronic,Rock",6.4,Andrew Gaerig
Megafaun,Rock,7.7,Stephen M. Deusner
Matthew Herbert,Electronic,7.2,Andrew Gaerig
Flying Lotus,Electronic,8.0,Larry Fitzmaurice
Crocodiles,Rock,6.8,Paul Thompson
Sam Prekop,Electronic,7.6,Mark Richardson
Abe Vigoda,"Experimental,Rock",7.8,Marc Masters
MF DOOM,Rap,6.0,Nate Patrin
Weezer,Rock,5.0,Ian Cohen
Sebastian Blanck,Pop/R&B,7.0,Liz Colville
Dungen,Rock,6.8,Joe Tangari
Torche,Metal,7.4,Tom Breihan
The Tallest Man on Earth,Folk/Country,7.8,Stephen M. Deusner
Grinderman,"Electronic,Rock",8.1,Sean Fennessey
Quest for Fire,"Metal,Rock",7.3,Stuart Berman
Everything Everything,Rock,3.8,Ian Cohen
Black Milk,Rap,7.5,Nate Patrin
El Guincho,Electronic,6.1,Larry Fitzmaurice
Of Montreal,Rock,6.7,Rob Mitchum
Boduf Songs,Folk/Country,7.2,Amy Granzin
The Vaselines,"Experimental,Rock",6.9,Douglas Wolk
Magic Kids,"Experimental,Pop/R&B",6.1,David Bevan
Blonde Redhead,Rock,4.0,Ian Cohen
Interpol,Rock,4.6,Nitsuh Abebe
Cloudland Canyon,"Experimental,Rock",6.7,Zach Kelly
Sistol,,6.5,Jess Harvell
Teengirl Fantasy,Electronic,7.2,Ryan Dombal
Röyksopp,"Electronic,Pop/R&B",6.0,Joshua Love
The Walkmen,Rock,8.6,Tom Breihan
The Acorn,Rock,6.3,Jayson Greene
Eels,Rock,3.6,Stephen M. Deusner
Strand of Oaks,Rock,8.1,Ian Cohen
Miles Davis,Jazz,9.5,Mark Richardson
Robyn,Pop/R&B,8.0,Joe Colly
Arp,Electronic,7.9,Larry Fitzmaurice
Neurosis,Metal,6.5,Jess Harvell
Superpitcher,Electronic,7.8,Andy Battaglia
Black Mountain,Rock,7.4,Stuart Berman
Hot Chip,Electronic,7.7,Joe Colly
Aeroplane,"Electronic,Pop/R&B",4.4,Andrew Gaerig
Playboy Tre,Rap,7.8,Tom Breihan
The Clientele,Rock,6.5,Jess Harvell
The Thermals,Rock,6.7,Jess Harvell
Mr. Dibiase,Electronic,5.8,Nate Patrin
Oval,"Electronic,Experimental",6.8,Douglas Wolk
The Dandy Warhols,"Electronic,Rock",5.0,Stuart Berman
Jenny and Johnny,Rock,6.7,Rebecca Raber
Sufjan Stevens,Folk/Country,7.6,Ian Cohen
Lorn,Electronic,7.5,Larry Fitzmaurice
Chief,Rock,5.2,Joshua Love
Dâm-Funk,Pop/R&B,7.4,Tal Rosenberg
Gucci Mane,Rap,8.2,David Drake
Philip Selway,Rock,4.9,Mark Pytlik
Kemialliset Ystävät,"Experimental,Rock",7.6,Mark Richardson
Imbogodom,Rock,6.3,Paul Thompson
Tamaryn,Rock,7.6,Ian Cohen
Pale Sketcher,Electronic,6.5,Jess Harvell
Klaxons,"Electronic,Rock",7.2,Ian Cohen
Drivan,Electronic,5.3,Brian Howe
We Are Scientists,"Electronic,Rock",3.8,Ian Cohen
Jeezy,Rap,4.2,Tom Breihan
The Electronic Anthology Project,,6.4,Jayson Greene
Rose Elinor Dougall,"Pop/R&B,Rock",7.6,Matthew Perpetua
Kingdom,Electronic,7.9,Tom Breihan
Ra Ra Riot,Rock,5.7,Ian Cohen
Antony and the Johnsons,Rock,7.5,Brian Howe
Islaja,"Experimental,Rock",6.6,Aaron Leitko
Magneta Lane,Rock,6.8,Larry Fitzmaurice
CIAfrica,,6.4,Tal Rosenberg
The Jon Spencer Blues Explosion,Rock,7.1,Stephen M. Deusner
Mogwai,Rock,8.2,Stuart Berman
Land of Talk,Rock,6.9,Zach Kelly
S. Carey,Rock,7.5,Stephen M. Deusner
Hannibal Buress,,8.0,Zach Kelly
Richard A. Ingram,Rock,7.2,Brian Howe
Venice Is Sinking,Rock,7.2,Grayson Currin
Fennesz Daniell Buck,Experimental,8.0,Mark Richardson
Arab Strap,Rock,6.8,Joe Tangari
Lissie,Pop/R&B,5.4,Liz Colville
Elk City,Rock,4.8,Amy Granzin
The Budos Band,"Global,Pop/R&B",7.6,Nate Patrin
Wale,Rap,6.5,Ian Cohen
Isobel Campbell & Mark Lanegan,Folk/Country,7.5,Tom Breihan
The Poison Control Center,Rock,7.4,Paul Thompson
Sky Larkin,Rock,6.8,Stuart Berman
PVT,Electronic,7.1,Larry Fitzmaurice
"Isis, Melvins","Metal,Rock",6.0,Jess Harvell
Young Man,Rock,5.2,Ian Cohen
Oren Ambarchi | Keiji Haino | Jim O'Rourke,,7.3,Grayson Currin
Brad Laner,Rock,7.3,Joe Tangari
Nite Jewel,Pop/R&B,6.2,Zach Kelly
Los Campesinos!,Rock,7.6,Marc Hogan
Ben Klock,Electronic,7.4,Andrew Gaerig
Robert Ashley,"Experimental,Rock",7.9,Mike Powell
Chris Corsano Band,,6.9,Marc Masters
James Blackshaw,Folk/Country,7.8,Joe Tangari
Matthew Dear,Electronic,8.4,Joe Colly
Colour Revolt,Rock,4.4,Stephen M. Deusner
Coliseum,Rock,6.7,Jason Crock
Someone Still Loves You Boris Yeltsin,Rock,6.8,Ian Cohen
Balam Acab,"Electronic,Rock",8.0,Joe Colly
Les Savy Fav,Rock,7.2,Larry Fitzmaurice
Failing Lights,"Experimental,Rock",7.2,Marc Masters
Dead Confederate,Rock,4.9,Stephen M. Deusner
Cloud Cult,"Experimental,Rock",5.4,Marc Hogan
Kathryn Calder,Rock,6.2,Rebecca Raber
Bun B,Rap,5.0,Tom Breihan
Endless Boogie,,4.6,Paul Thompson
Tim Cohen,Pop/R&B,7.3,Aaron Leitko
Skream,Electronic,7.9,Nate Patrin
Autolux,Rock,5.4,Ian Cohen
The Body,Metal,8.5,Grayson Currin
Stornoway,Rock,6.8,Jayson Greene
Teen Daze,Rock,7.1,Paul Thompson
Darker My Love,"Experimental,Rock",5.8,Larry Fitzmaurice
Seu Jorge & Almaz,,7.0,Nate Patrin
Maximum Balloon,"Electronic,Rock",7.9,Rebecca Raber
Christopher Willits,"Electronic,Experimental,Rock",6.9,Tal Rosenberg
Shannon Stephens,"Folk/Country,Rock",6.0,Joshua Love
Clubfeet,"Electronic,Pop/R&B",7.7,Brian Howe
David Dondero,Rock,6.8,David Bevan
Queens of the Stone Age,Rock,8.6,Sean Fennessey
Regina,Rock,7.6,Brian Howe
CFCF,Electronic,6.8,Zach Kelly
Walter Gibbons,,8.5,Tal Rosenberg
Candy Claws,Pop/R&B,7.9,Ian Cohen
Freddie Gibbs,Rap,8.0,Tom Breihan
Miniature Tigers,"Electronic,Rock",6.4,Zach Kelly
Mt. St. Helens Vietnam Band,Rock,3.3,Ian Cohen
Versus,Rock,6.3,David Raposa
James Brown,Rock,7.7,Douglas Wolk
"Serge Gainsbourg, Jane Birkin",Pop/R&B,8.8,Joe Tangari
Frazey Ford,Folk/Country,7.1,Stephen M. Deusner
Deastro,"Electronic,Rock",6.9,Zach Kelly
Spur,"Electronic,Rock",7.0,Stuart Berman
Rick Ross,Rap,8.0,Ian Cohen
El-P,Rap,7.6,Nate Patrin
Cats on Fire,Rock,6.5,Marc Hogan
K-X-P,Electronic,7.8,Larry Fitzmaurice
Shapes and Sizes,Rock,7.1,Matthew Perpetua
Arcade Fire,Rock,8.6,Ian Cohen
The Wailing Wall,Rock,6.2,Joshua Klein
Vex'd,Electronic,7.8,Tal Rosenberg
Jaill,"Electronic,Experimental,Pop/R&B",6.5,Larry Fitzmaurice
Robert Pollard,Rock,4.9,Paul Thompson
Curren$y,Rap,8.4,Tom Breihan
Thieves Like Us,Electronic,5.0,Brian Howe
Jesca Hoop,"Folk/Country,Pop/R&B",6.9,Stephen M. Deusner
Antarctica Takes It!,Rock,5.8,Marc Hogan
Neu!,,7.0,Douglas Wolk
Four Tet,Electronic,7.6,Philip Sherburne
The Flowers of Hell,"Experimental,Rock",6.9,Rebecca Raber
Secret Cities,Rock,6.6,Ian Cohen
The Magic Numbers,Rock,4.8,Larry Fitzmaurice
Slum Village,Rap,7.1,Nate Patrin
Tony Da Gatorra vs. Gruff Rhys,,5.6,Stuart Berman
Heavy Winged,"Experimental,Rock",7.2,Marc Masters
Jimmy Edgar,Electronic,4.4,Andrew Gaerig
Dual Identity,Jazz,7.9,Joe Tangari
Richard Ashcroft,Rock,3.2,Stuart Berman
Best Coast,Rock,8.4,Larry Fitzmaurice
Blue Giant,,5.9,Stephen M. Deusner
Peeesseye,,7.5,Marc Masters
The Henry Clay People,Rock,5.2,Paul Thompson
Sun Araw,Experimental,8.1,Paul Thompson
Menomena,"Experimental,Rock",8.2,Joe Tangari
Mass Shivers,,5.9,Jason Crock
Kyle Bobby Dunn,Rock,7.7,Brian Howe
Zero 7,Electronic,4.0,Jess Harvell
Mount Kimbie,Electronic,8.0,Mike Powell
Mahjongg,"Experimental,Rock",6.9,Jason Crock
The Coral,"Electronic,Rock",5.8,Joshua Klein
Richard Youngs,"Experimental,Rock",7.8,Marc Masters
Lower Dens,Rock,8.1,Liz Colville
Department of Eagles,"Experimental,Rock",8.1,Larry Fitzmaurice
Ninjasonik,"Rap,Rock",1.9,Ian Cohen
Bettye LaVette,"Folk/Country,Jazz,Pop/R&B",7.3,Nate Patrin
Mountain Man,Folk/Country,7.7,Amy Granzin
Max Richter,Experimental,8.3,Joe Tangari
Major Lazer,"Global,Pop/R&B",7.8,Zach Kelly
Bombay Bicycle Club,Rock,4.0,Joshua Love
Mystery Jets,"Electronic,Rock",6.8,Larry Fitzmaurice
The Love Language,Rock,7.1,Jayson Greene
Jay Bennett,Rock,6.8,Paul Thompson
The Books,"Experimental,Rock",7.7,Chris Dahlen
Light Pollution,Rock,5.4,Ian Cohen
Man Forever,Experimental,7.4,Marc Masters
Yakuza,"Jazz,Metal",7.7,Tom Breihan
Perfume Genius,Pop/R&B,8.2,Larry Fitzmaurice
El Guincho,Electronic,7.7,Mike Powell
Fabulous Diamonds,,7.4,Aaron Leitko
"Zola Jesus, LA Vampires","Electronic,Rock",6.6,Larry Fitzmaurice
Au Revoir Simone,"Electronic,Rock",4.0,Mike Powell
Autechre,Electronic,7.6,Mark Richardson
Chatham County Line,Folk/Country,7.2,Joe Tangari
Tin Man,Electronic,7.7,Philip Sherburne
Carissa's Wierd,Rock,7.4,Rebecca Raber
School of Seven Bells,Rock,8.0,Amy Granzin
R.E.M.,Rock,8.5,Matthew Perpetua
Bob Desper,,7.8,Joshua Klein
Fol Chen,Pop/R&B,6.7,Zach Kelly
Sun Kil Moon,Folk/Country,7.0,Stephen M. Deusner
The-Dream,Pop/R&B,8.6,David Drake
Kevin Dunn,Rock,7.5,Marc Hogan
"David Karsten Daniels, Fight the Big Bull","Folk/Country,Jazz",7.5,Brian Howe
Woodsman,"Experimental,Rock",7.7,Larry Fitzmaurice
How to Dress Well,Pop/R&B,8.0,Zach Kelly
M.I.A.,"Global,Pop/R&B",4.4,Matthew Perpetua
diskJokke,Pop/R&B,7.2,Brian Howe
Spirituals,"Electronic,Jazz",7.6,Joshua Love
Daniel Johnston,"Experimental,Rock",6.1,Douglas Wolk
Baths,Electronic,8.2,Ian Cohen
Glitterbug,Electronic,6.7,Brian Howe
"Jack Rose, D. Charles Speer and the Helix","Folk/Country,Experimental",7.2,Aaron Leitko
"Matmos, So Percussion",Experimental,7.6,Jayson Greene
Liz Phair,Rock,2.6,Douglas Wolk
Kelis,Rap,7.2,Jess Harvell
Black Tusk,Metal,7.6,Grayson Currin
Rachid Taha,Global,7.5,Joe Tangari
"Boris, Torche","Metal,Rock",6.0,David Raposa
Blondes,Electronic,7.2,Joe Colly
"Björk, Dirty Projectors","Electronic,Pop/R&B,Rock",7.7,Mike Powell
Roach Gigz,Rap,7.7,David Drake
Dino Felipe,Electronic,7.9,Marc Masters
Crooked Fingers,Rock,6.8,Joe Tangari
Michael Mayer,Electronic,7.8,Mark Pytlik
Big Boi,Rap,9.2,Tom Breihan
Ed Harcourt,Rock,4.3,Liz Colville
Rusko,Electronic,6.7,Patrick Sisson
Das Racist,Rap,7.8,Nate Patrin
Gucci Mane,Rap,8.3,Tom Breihan
Optimo,Electronic,7.5,Jess Harvell
Trumpeter Swan,Pop/R&B,5.8,Amy Granzin
Nachtmystium,"Metal,Rock",8.2,Tom Breihan
Lil B,Rap,7.0,Joe Colly
Scissor Sisters,"Electronic,Pop/R&B",7.6,Matthew Perpetua
Wavves,Rock,8.4,Ian Cohen
Sleepy Sun,Rock,6.1,Grayson Currin
Foxes in Fiction,Pop/R&B,7.3,Ian Cohen
The Pipettes,Pop/R&B,3.2,Marc Hogan
Kurt Vile,Rock,7.6,David Bevan
CEO,Pop/R&B,8.5,Joe Colly
Psychic Ills,"Experimental,Rock",5.8,Paul Thompson
Rolo Tomassi,"Metal,Pop/R&B",6.1,Tom Breihan
Nina Nastasia,Rock,8.1,Jason Crock
Wolf Parade,Rock,7.5,Paul Thompson
Ramadanman,Electronic,7.9,Larry Fitzmaurice
Maps & Atlases,Rock,7.4,Jason Crock
Tender Trap,Rock,7.1,Douglas Wolk
Julian Lynch,Rock,8.5,Joe Colly
Efdemin,Electronic,6.5,Andrew Gaerig
Omar Souleyman,Global,7.8,Tal Rosenberg
Infant Sorrow,Rock,5.5,Stuart Berman
Magic Bullets,Pop/R&B,7.2,Zach Kelly
The Roots,Rap,8.1,Nate Patrin
Meursault,Rock,7.9,Amy Granzin
Forest Swords,Experimental,7.9,Marc Masters
Kode9,Electronic,7.3,Andy Battaglia
Cold Cave,"Electronic,Rock",7.3,Zach Kelly
Kele,"Electronic,Rock",5.1,Joshua Love
Windsor for the Derby,Rock,6.9,Joe Tangari
Delays,Rock,5.7,Ian Cohen
Allo Darlin',Rock,7.9,Marc Hogan
Oasis,Rock,6.0,Marc Hogan
HEALTH,Rock,7.8,Rebecca Raber
Linfinity,Rock,7.1,Stephen M. Deusner
The Constellations,Rock,4.4,Stuart Berman
Wovenhand,Folk/Country,7.3,Joe Tangari
Actress,Electronic,8.3,Andy Battaglia
Raekwon,Rap,7.6,Ian Cohen
Dragoon,"Electronic,Rock",7.6,Stephen M. Deusner
Viernes,Electronic,7.6,Ian Cohen
Vic Chesnutt,Rock,7.5,Stephen M. Deusner
Laurie Anderson,Experimental,8.3,Brian Howe
Stars,"Electronic,Rock",5.7,Larry Fitzmaurice
Sia,Pop/R&B,6.6,Liz Colville
Oval,"Electronic,Experimental",6.7,Mark Richardson
The Divine Comedy,Pop/R&B,7.6,Joe Tangari
Common,Rap,4.5,Ryan Dombal
Eminem,Rap,2.8,Jayson Greene
Signaldrift,Electronic,6.5,Marc Masters
